"collection","period_label","year"
"John Pope-Hennessy papers","15th century","1905"
"John Pope-Hennessy papers","15th century","1906"
"John Pope-Hennessy papers","15th century","1907"
"John Pope-Hennessy papers","15th century","1908"
"John Pope-Hennessy papers","15th century","1909"
"John Pope-Hennessy papers","15th century","1910"
"John Pope-Hennessy papers","15th century","1911"
"John Pope-Hennessy papers","15th century","1912"
"John Pope-Hennessy papers","15th century","1913"
"John Pope-Hennessy papers","15th century","1914"
"John Pope-Hennessy papers","15th century","1915"
"John Pope-Hennessy papers","15th century","1916"
"John Pope-Hennessy papers","15th century","1917"
"John Pope-Hennessy papers","15th century","1918"
"John Pope-Hennessy papers","15th century","1919"
"John Pope-Hennessy papers","15th century","1920"
"John Pope-Hennessy papers","15th century","1921"
"John Pope-Hennessy papers","15th century","1922"
"John Pope-Hennessy papers","15th century","1923"
"John Pope-Hennessy papers","15th century","1924"
"John Pope-Hennessy papers","15th century","1925"
"John Pope-Hennessy papers","15th century","1926"
"John Pope-Hennessy papers","15th century","1927"
"John Pope-Hennessy papers","15th century","1928"
"John Pope-Hennessy papers","15th century","1929"
"John Pope-Hennessy papers","15th century","1930"
"John Pope-Hennessy papers","15th century","1931"
"John Pope-Hennessy papers","15th century","1932"
"John Pope-Hennessy papers","15th century","1933"
"John Pope-Hennessy papers","15th century","1934"
"John Pope-Hennessy papers","15th century","1935"
"John Pope-Hennessy papers","15th century","1936"
"John Pope-Hennessy papers","15th century","1937"
"John Pope-Hennessy papers","15th century","1938"
"John Pope-Hennessy papers","15th century","1939"
"John Pope-Hennessy papers","15th century","1940"
"John Pope-Hennessy papers","15th century","1941"
"John Pope-Hennessy papers","15th century","1942"
"John Pope-Hennessy papers","15th century","1943"
"John Pope-Hennessy papers","15th century","1944"
"John Pope-Hennessy papers","15th century","1945"
"John Pope-Hennessy papers","15th century","1946"
"John Pope-Hennessy papers","15th century","1947"
"John Pope-Hennessy papers","15th century","1948"
"John Pope-Hennessy papers","15th century","1949"
"John Pope-Hennessy papers","15th century","1950"
"John Pope-Hennessy papers","15th century","1951"
"John Pope-Hennessy papers","15th century","1952"
"John Pope-Hennessy papers","15th century","1953"
"John Pope-Hennessy papers","15th century","1954"
"John Pope-Hennessy papers","15th century","1955"
"John Pope-Hennessy papers","15th century","1956"
"John Pope-Hennessy papers","15th century","1957"
"John Pope-Hennessy papers","15th century","1958"
"John Pope-Hennessy papers","15th century","1959"
"John Pope-Hennessy papers","15th century","1960"
"John Pope-Hennessy papers","15th century","1961"
"John Pope-Hennessy papers","15th century","1962"
"John Pope-Hennessy papers","15th century","1963"
"John Pope-Hennessy papers","15th century","1964"
"John Pope-Hennessy papers","15th century","1965"
"John Pope-Hennessy papers","15th century","1966"
"John Pope-Hennessy papers","15th century","1967"
"John Pope-Hennessy papers","15th century","1968"
"John Pope-Hennessy papers","15th century","1969"
"John Pope-Hennessy papers","15th century","1970"
"John Pope-Hennessy papers","15th century","1971"
"John Pope-Hennessy papers","15th century","1972"
"John Pope-Hennessy papers","15th century","1973"
"John Pope-Hennessy papers","15th century","1974"
"John Pope-Hennessy papers","15th century","1975"
"John Pope-Hennessy papers","15th century","1976"
"John Pope-Hennessy papers","15th century","1977"
"John Pope-Hennessy papers","15th century","1978"
"John Pope-Hennessy papers","15th century","1979"
"John Pope-Hennessy papers","15th century","1980"
"John Pope-Hennessy papers","15th century","1981"
"John Pope-Hennessy papers","15th century","1982"
"John Pope-Hennessy papers","15th century","1983"
"John Pope-Hennessy papers","15th century","1984"
"John Pope-Hennessy papers","15th century","1985"
"John Pope-Hennessy papers","15th century","1986"
"John Pope-Hennessy papers","15th century","1987"
"John Pope-Hennessy papers","15th century","1988"
"John Pope-Hennessy papers","15th century","1989"
"John Pope-Hennessy papers","15th century","1990"
"John Pope-Hennessy papers","15th century","1991"
"John Pope-Hennessy papers","15th century","1992"
"John Pope-Hennessy papers","15th century","1993"
"John Pope-Hennessy papers","15th century","1994"
"John Pope-Hennessy papers","15th century","1995"
"Fototeca Zeri","15th century","1947"
"Fototeca Zeri","15th century","1948"
"Fototeca Zeri","15th century","1949"
"Fototeca Zeri","15th century","1950"
"Fototeca Zeri","15th century","1951"
"Fototeca Zeri","15th century","1952"
"Fototeca Zeri","15th century","1953"
"Fototeca Zeri","15th century","1954"
"Fototeca Zeri","15th century","1955"
"Fototeca Zeri","15th century","1956"
"Fototeca Zeri","15th century","1957"
"Fototeca Zeri","15th century","1958"
"Fototeca Zeri","15th century","1959"
"Fototeca Zeri","15th century","1960"
"Fototeca Zeri","15th century","1961"
"Fototeca Zeri","15th century","1962"
"Fototeca Zeri","15th century","1963"
"Fototeca Zeri","15th century","1964"
"Fototeca Zeri","15th century","1965"
"Fototeca Zeri","15th century","1966"
"Fototeca Zeri","15th century","1967"
"Fototeca Zeri","15th century","1968"
"Fototeca Zeri","15th century","1969"
"Fototeca Zeri","15th century","1970"
"Fototeca Zeri","15th century","1971"
"Fototeca Zeri","15th century","1972"
"Fototeca Zeri","15th century","1973"
"Fototeca Zeri","15th century","1974"
"Fototeca Zeri","15th century","1975"
"Fototeca Zeri","15th century","1976"
"Fototeca Zeri","15th century","1977"
"Fototeca Zeri","15th century","1978"
"Fototeca Zeri","15th century","1979"
"Fototeca Zeri","15th century","1980"
"Fototeca Zeri","15th century","1981"
"Fototeca Zeri","15th century","1982"
"Fototeca Zeri","15th century","1983"
"Fototeca Zeri","15th century","1984"
"Fototeca Zeri","15th century","1985"
"Fototeca Zeri","15th century","1986"
"Fototeca Zeri","15th century","1987"
"Fototeca Zeri","15th century","1988"
"Fototeca Zeri","15th century","1989"
"Fototeca Zeri","15th century","1990"
"Fototeca Zeri","15th century","1991"
"Fototeca Zeri","15th century","1992"
"Fototeca Zeri","15th century","1993"
"Fototeca Zeri","15th century","1994"
"Fototeca Zeri","15th century","1995"
"Fototeca Zeri","15th century","1996"
"Fototeca Zeri","15th century","1997"
"Fototeca Zeri","15th century","1998"
"Gustav Ludwig-Vermächtnis","15th century","1903"
"Gustav Ludwig-Vermächtnis","15th century","1904"
"Gustav Ludwig-Vermächtnis","15th century","1905"
"Fototeca Julian Kliemann","15th century","1985"
"Fototeca Julian Kliemann","15th century","1986"
"Fototeca Julian Kliemann","15th century","1987"
"Fototeca Julian Kliemann","15th century","1988"
"Fototeca Julian Kliemann","15th century","1989"
"Fototeca Julian Kliemann","15th century","1990"
"Fototeca Julian Kliemann","15th century","1991"
"Fototeca Julian Kliemann","15th century","1992"
"Fototeca Julian Kliemann","15th century","1993"
"Fototeca Julian Kliemann","15th century","1994"
"Fototeca Julian Kliemann","15th century","1995"
"Fototeca Julian Kliemann","15th century","1996"
"Fototeca Julian Kliemann","15th century","1997"
"Fototeca Julian Kliemann","15th century","1998"
"Fototeca Julian Kliemann","15th century","1999"
"Fototeca Julian Kliemann","15th century","2000"
"Fototeca Julian Kliemann","15th century","2001"
"Fototeca Julian Kliemann","15th century","2002"
"Fototeca Julian Kliemann","15th century","2003"
"Fototeca Julian Kliemann","15th century","2004"
"Fototeca Julian Kliemann","15th century","2005"
"Fototeca Julian Kliemann","15th century","2006"
"Fototeca Julian Kliemann","15th century","2007"
"Fototeca Julian Kliemann","15th century","2008"
"Fototeca Julian Kliemann","15th century","2009"
"Fototeca Julian Kliemann","15th century","2010"
"Fototeca Julian Kliemann","15th century","2011"
"Fototeca Julian Kliemann","15th century","2012"
"Fototeca Julian Kliemann","15th century","2013"
"Fototeca Julian Kliemann","15th century","2014"
"Fototeca Julian Kliemann","15th century","2015"
"Archivio Luisa Vertova","19th century","1960"
"Archivio Luisa Vertova","19th century","1961"
"Archivio Luisa Vertova","19th century","1962"
"Archivio Luisa Vertova","19th century","1963"
"Archivio Luisa Vertova","19th century","1964"
"Archivio Luisa Vertova","19th century","1965"
"Archivio Luisa Vertova","19th century","1966"
"Archivio Luisa Vertova","19th century","1967"
"Archivio Luisa Vertova","19th century","1968"
"Archivio Luisa Vertova","19th century","1969"
"Archivio Luisa Vertova","19th century","1970"
"Archivio Luisa Vertova","19th century","1971"
"Archivio Luisa Vertova","19th century","1972"
"Archivio Luisa Vertova","19th century","1973"
"Archivio Luisa Vertova","19th century","1974"
"Archivio Luisa Vertova","19th century","1975"
"Archivio Luisa Vertova","19th century","1976"
"Archivio Luisa Vertova","19th century","1977"
"Archivio Luisa Vertova","19th century","1978"
"Archivio Luisa Vertova","19th century","1979"
"Archivio Luisa Vertova","19th century","1980"
"Archivio Luisa Vertova","19th century","1981"
"Archivio Luisa Vertova","19th century","1982"
"Archivio Luisa Vertova","19th century","1983"
"Archivio Luisa Vertova","19th century","1984"
"Archivio Luisa Vertova","19th century","1985"
"Archivio Luisa Vertova","19th century","1986"
"Archivio Luisa Vertova","19th century","1987"
"Archivio Luisa Vertova","19th century","1988"
"Archivio Luisa Vertova","19th century","1989"
"Archivio Luisa Vertova","19th century","1990"
"Archivio Luisa Vertova","19th century","1991"
"Archivio Luisa Vertova","19th century","1992"
"Archivio Luisa Vertova","19th century","1993"
"Archivio Luisa Vertova","19th century","1994"
"Archivio Luisa Vertova","19th century","1995"
"Archivio Luisa Vertova","19th century","1996"
"Archivio Luisa Vertova","19th century","1997"
"Archivio Luisa Vertova","19th century","1998"
"Archivio Luisa Vertova","19th century","1999"
"Archivio Luisa Vertova","19th century","2000"
"Archivio Luisa Vertova","19th century","2001"
"Archivio Luisa Vertova","19th century","2002"
"Archivio Luisa Vertova","19th century","2003"
"Archivio Luisa Vertova","19th century","2004"
"Archivio Luisa Vertova","19th century","2005"
"Archivio Luisa Vertova","19th century","2006"
"Archivio Luisa Vertova","19th century","2007"
"Archivio Luisa Vertova","19th century","2008"
"Archivio Luisa Vertova","19th century","2009"
"Archivio Luisa Vertova","19th century","2010"
"Archivio Luisa Vertova","19th century","2011"
"Archivio Luisa Vertova","19th century","2012"
"Archivio Luisa Vertova","19th century","2013"
"Archivio Luisa Vertova","19th century","2014"
"Archivio Luisa Vertova","19th century","2015"
"Archivio Luisa Vertova","19th century","2016"
"Archivio Luisa Vertova","19th century","2017"
"Archivio Luisa Vertova","19th century","2018"
"Archivio Luisa Vertova","neoclassicism","1960"
"Archivio Luisa Vertova","neoclassicism","1961"
"Archivio Luisa Vertova","neoclassicism","1962"
"Archivio Luisa Vertova","neoclassicism","1963"
"Archivio Luisa Vertova","neoclassicism","1964"
"Archivio Luisa Vertova","neoclassicism","1965"
"Archivio Luisa Vertova","neoclassicism","1966"
"Archivio Luisa Vertova","neoclassicism","1967"
"Archivio Luisa Vertova","neoclassicism","1968"
"Archivio Luisa Vertova","neoclassicism","1969"
"Archivio Luisa Vertova","neoclassicism","1970"
"Archivio Luisa Vertova","neoclassicism","1971"
"Archivio Luisa Vertova","neoclassicism","1972"
"Archivio Luisa Vertova","neoclassicism","1973"
"Archivio Luisa Vertova","neoclassicism","1974"
"Archivio Luisa Vertova","neoclassicism","1975"
"Archivio Luisa Vertova","neoclassicism","1976"
"Archivio Luisa Vertova","neoclassicism","1977"
"Archivio Luisa Vertova","neoclassicism","1978"
"Archivio Luisa Vertova","neoclassicism","1979"
"Archivio Luisa Vertova","neoclassicism","1980"
"Archivio Luisa Vertova","neoclassicism","1981"
"Archivio Luisa Vertova","neoclassicism","1982"
"Archivio Luisa Vertova","neoclassicism","1983"
"Archivio Luisa Vertova","neoclassicism","1984"
"Archivio Luisa Vertova","neoclassicism","1985"
"Archivio Luisa Vertova","neoclassicism","1986"
"Archivio Luisa Vertova","neoclassicism","1987"
"Archivio Luisa Vertova","neoclassicism","1988"
"Archivio Luisa Vertova","neoclassicism","1989"
"Archivio Luisa Vertova","neoclassicism","1990"
"Archivio Luisa Vertova","neoclassicism","1991"
"Archivio Luisa Vertova","neoclassicism","1992"
"Archivio Luisa Vertova","neoclassicism","1993"
"Archivio Luisa Vertova","neoclassicism","1994"
"Archivio Luisa Vertova","neoclassicism","1995"
"Archivio Luisa Vertova","neoclassicism","1996"
"Archivio Luisa Vertova","neoclassicism","1997"
"Archivio Luisa Vertova","neoclassicism","1998"
"Archivio Luisa Vertova","neoclassicism","1999"
"Archivio Luisa Vertova","neoclassicism","2000"
"Archivio Luisa Vertova","neoclassicism","2001"
"Archivio Luisa Vertova","neoclassicism","2002"
"Archivio Luisa Vertova","neoclassicism","2003"
"Archivio Luisa Vertova","neoclassicism","2004"
"Archivio Luisa Vertova","neoclassicism","2005"
